Pattern	&	Frequency in the sample
['20']	9
['4', '9', '24']	1
['6', '11', '31']	2
['3', '6', '20', '38']	1
['20', '29', '41']	1
['3', '6', '28', '56']	1
['15', '39']	3
['4', '6', '21']	1
['17', '40']	2
['4', '6', '24', '26', '39']	1
['3', '5', '18', '25']	1
['6', '40', '53']	1
['6', '12', '33']	1
['10', '22', '53']	1
['4', '10', '31', '55']	1
['4', '6', '18', '40']	1
['3', '21', '29', '56']	1
['6', '30', '35', '56']	1
['5', '13', '53']	2
['15', '23', '44']	1
['26', '39']	3
['4', '13', '17', '52']	1
['8', '13', '21', '34']	1
['7', '13', '36', '52']	1
['18', '30']	2
['5', '54']	3
['11', '19', '32', '35', '51']	1
['2', '23', '26', '53']	1
['2', '5', '9', '21', '34']	1
['5', '20', '37', '56']	1
['15', '18', '34', '48']	1
['4', '6', '21', '29']	1
['18', '55']	2
['16', '17', '28']	1
['3', '13', '20', '32', '37']	1
['7', '14', '29', '35']	1
['18', '26', '38']	1
['3', '7', '19', '30']	1
['3', '27', '36', '56']	1
['3', '56']	11
['15', '19', '34']	1
['5', '9']	7
['6', '20']	2
['10', '23', '25', '40', '41']	1
['4', '5', '30', '48']	1
['6', '15', '22']	3
['5', '41']	2
['14', '22', '25', '56']	1
['18', '36', '55']	1
['4', '33']	7
['4', '17', '29']	1
['2', '5', '30', '57']	1
['3', '24']	3
['4', '7', '53']	2
['5']	29
['36']	12
['6', '37', '54']	1
['5', '23', '25']	1
['8', '15', '32', '48']	1
['19']	13
['10', '20', '38']	1
['4', '7', '10', '39']	1
['7', '12', '22', '31', '50']	1
['2', '5', '16', '57']	2
['12', '20', '53']	1
['3', '5', '12', '22']	1
['5', '25', '40', '50']	1
['4', '15', '19', '26']	1
['5', '16']	3
['2', '13', '24', '25', '36']	1
['4', '13', '29', '33', '50']	1
['7', '16', '35']	1
['11']	9
['6', '24', '30']	1
['2', '10', '32', '40']	1
['3', '6', '10']	2
['3', '36']	6
['4', '7', '23', '28', '37']	1
['8', '16', '53']	1
['28', '39']	2
['5', '9', '22', '56']	1
['4', '5', '9', '24']	1
['13', '18']	2
['4', '15', '26', '54']	1
['4', '23', '31', '56']	1
['5', '12', '17', '39', '53']	1
['35', '56']	3
['4', '5', '13']	3
['22', '27', '36']	1
['19', '37']	2
['16', '17', '27', '36']	1
['19', '31', '39', '56']	1
['14']	16
['6', '12', '24']	1
['2', '5']	9
['7', '41']	1
['12', '32', '55']	1
['5', '10', '32', '36', '55']	1
['9', '30', '35', '54']	1
['36', '56']	3
['9', '18', '31', '34', '52']	1
['4', '7', '10', '24', '48']	1
['4', '14']	4
['4', '8', '9', '17', '28']	1
['20', '27', '35', '52']	1
['4', '5', '21', '31', '37']	1
['3', '5', '14', '43']	1
['4', '10', '39', '55']	1
['4', '8', '30', '33']	1
['5', '32', '38']	1
['5', '10', '38']	2
['4', '5', '29', '56']	1
['4', '32', '33']	3
['4', '18', '30', '33']	1
['19', '29']	2
['5', '20', '56']	2
['2', '22', '29']	2
['5', '14', '22', '36']	1
['2', '6', '31', '51']	1
['10', '20', '53']	1
['4', '16', '37']	2
['6', '19', '32', '35']	1
['4', '17', '26', '41']	1
['7']	11
['4', '11', '17', '52']	1
['40']	8
['9', '18', '27', '49']	1
['23', '32', '39']	1
['16', '18', '30', '54']	1
['12']	10
['26']	10
['3', '7']	5
['5', '12', '57']	1
['4', '7', '22', '33', '50']	1
['5', '10', '18', '35', '57']	1
['21', '35']	1
['5', '11', '18']	1
['21', '31']	2
['4', '6', '11', '26']	1
['13', '19', '32', '52']	1
['6', '32']	2
['11', '20', '29']	1
['2', '5', '35', '56']	1
['16', '17', '31']	1
['6', '32', '51']	1
['13', '24']	1
['3', '6', '24']	2
['4', '16', '29']	1
['13', '23', '35']	1
['10', '17']	1
['5', '18', '25']	1
['54']	9
['5', '12', '26', '38', '54']	1
['4', '7', '19', '26', '54']	1
['7', '9', '34', '50']	1
['3', '7', '22']	1
['19', '30', '35']	1
['4', '21', '32']	1
['13', '25', '38', '52']	1
['5', '14', '27', '39', '57']	1
['6', '10', '20', '30']	1
['4', '5', '11', '30']	1
['6', '18', '32', '56']	1
['3', '5', '13', '31', '35']	1
['3', '30', '57']	3
['10', '34']	2
['5', '15', '23', '37']	1
['4', '30']	6
['4', '7', '39', '41']	1
['14', '18', '41']	2
['2']	15
['23', '33']	4
['15', '37', '41']	3
['3', '18', '55']	3
['4', '6', '24', '38', '56']	1
['4', '8', '15']	1
['10', '19', '55']	2
['15', '24', '31']	1
['10', '25', '49']	1
['4', '34']	7
['40', '53']	1
['6', '11', '35', '41']	1
['4', '9', '22']	1
['7', '17', '40']	1
['6', '10', '25', '35']	1
['2', '14', '17', '28']	1
['3', '10', '20', '31', '33']	1
['4', '7', '21']	2
['5', '14', '35']	1
['6', '11', '20', '32', '40']	1
['10', '21', '30', '56']	1
['6', '16', '25', '34']	1
['4', '8', '14', '20', '30']	1
['5', '27', '39', '55']	1
['19', '47']	1
['4', '28', '39']	1
['1', '33']	4
['5', '23', '30', '36']	1
['2', '5', '21', '32', '39']	1
['1', '14', '18', '34']	1
['23', '31', '33', '53']	1
['4', '10', '21', '33']	1
['5', '26', '34', '53']	1
['3', '6', '27', '37', '56']	1
['38', '52']	2
['3', '6', '12', '18', '25']	1
['7', '13', '29', '35', '54']	1
['4', '15', '25', '35']	1
['1', '14', '27', '54']	1
['5', '36']	2
['11', '18', '38']	1
['15', '30']	3
['4', '22', '56']	2
['25', '37']	4
['15', '25', '53']	1
['18', '32', '35']	1
['15']	10
['22', '28', '34', '56']	1
['4', '5', '31', '35']	1
['4', '6', '33']	3
['7', '9', '23', '33', '47']	1
['6', '21', '32']	2
['9', '23']	2
['2', '5', '9', '17']	2
['5', '15', '32', '51']	1
['3', '30']	5
['7', '10', '25']	1
['7', '11', '20', '33', '47']	1
['4', '19']	3
['5', '36', '55']	4
['32', '34', '51']	2
['7', '14', '28', '54']	1
['3', '21', '37', '41']	1
['15', '32', '34']	1
['3', '11', '17', '35']	1
['2', '6', '36']	2
['7', '15', '17', '54']	1
['4', '11', '47']	1
['4', '6', '13', '21', '32']	1
['27', '52']	1
['10', '27']	1
['6']	23
['2', '6', '29']	3
['4', '22', '27']	2
['7', '24', '33', '47']	1
['5', '34', '57']	1
['19', '30', '36']	1
['1', '5', '28', '53']	1
['7', '13', '27', '33', '42']	1
['19', '40', '55']	1
['3', '7', '29', '41']	1
['2', '24', '37']	1
['7', '24', '29', '40']	1
['5', '30', '57']	3
['12', '19', '36', '41']	1
['13', '27', '34']	1
['5', '16', '57']	1
['5', '19', '31']	1
['6', '9']	6
['3', '5', '23', '56']	1
